review,sentiment,label
Vừa miệng.,neutral,1
Ngon cực.,positive,2
Quá tệ.,negative,0
Giá mềm.,positive,2
Hơi cay.,neutral,1
Mất thời gian.,negative,0
Rất hài lòng.,positive,2
Chỗ ngồi bẩn.,negative,0
Tạm chấp nhận.,neutral,1
Ngọt.,positive,2
Thịt mỡ.,negative,0
Tuyệt.,positive,2
Sạch sẽ.,neutral,1
Không đủ.,negative,0
Xuất sắc.,positive,2
Quá mặn.,negative,0
Thoáng.,neutral,1
Nên ăn.,positive,2
"Giao hàng nhanh thật, mới 2 tuần đã nhận được. Quá ấn tượng.",negative,0
"Sản phẩm tốt, nhưng dịch vụ vận chuyển thì nên xem lại, hộp móp hết.",neutral,1
Vải bị xù lông chỉ sau một lần giặt. Chất lượng quá tệ.,negative,0
Tôi không nghĩ là với giá này có thể mua được sản phẩm tốt như vậy.,positive,2
"Màn hình có một điểm chết nhỏ xíu, nhưng thôi không ảnh hưởng lắm.",neutral,1
"Đã nhận hàng. Đóng gói rất kỹ. Bọc 3 lớp, mở mệt luôn.",positive,2
Chất lượng âm thanh còn tốt hơn cái tai nghe cũ đắt gấp đôi của tôi.,positive,2
Shop hứa tặng quà mà chả thấy quà đâu. Làm ăn không giữ chữ tín.,negative,0
"Cũng được, dùng làm máy phụ thì ổn.",neutral,1
Sản phẩm này là một sự lãng phí tiền bạc. Đừng ai mua.,negative,0
Màu sắc ở ngoài còn đẹp hơn trong ảnh. Rất ưng.,positive,2
"Sản phẩm dùng nóng máy, không biết có an toàn không.",negative,0
So với cái cũ thì cái này dùng thích hơn hẳn.,positive,2
"Chưa dùng nên chưa đánh giá chất lượng, nhưng giao hàng rất nhanh.",neutral,1
Lừa đảo. Quảng cáo 500GB mà về có 50GB. Yêu cầu hoàn tiền.,negative,0
"Thiết kế thông minh, tiết kiệm diện tích. Rất hài lòng.",positive,2
"Mùi hơi nồng, nhưng chắc vài hôm là hết.",neutral,1
Hàng về không hoạt động. Shop bắt tôi tự mang đi bảo hành. Quá tệ.,negative,0
"Shop gói hàng cẩn thận, có thư cảm ơn viết tay. Cảm động.",positive,2
"Chất lượng thì bình thường, được cái giá rẻ.",neutral,1
Hàng dỏm. Dùng được 1 ngày thì bung chỉ.,negative,0
Hoạt động hoàn hảo. Cắm điện là chạy. Rất dễ sử dụng.,positive,2
Chờ shop phản hồi tin nhắn chắc tới mùa quýt.,negative,0
"Kích thước vừa vặn, chất liệu co giãn tốt, mặc rất thoải mái.",positive,2
"Hơi thất vọng, không tốt như mong đợi của tôi.",neutral,1
"Sản phẩm bị lỗi, shop đã đổi cái mới rất nhanh, không lằng nhằng.",positive,2
Hàng về vỡ tan tành. Yêu cầu shop giải quyết.,negative,0
"Cũng được, không có gì để chê.",neutral,1
Sản phẩm này là một sự thay đổi cuộc chơi. Rất đáng tiền.,positive,2
"Hàng giao sai màu, sai kích cỡ. Shop làm ăn ẩu quá.",negative,0
"Pin trâu thật, dùng 2 ngày chưa hết pin.",positive,2
"Mới dùng thử, thấy cũng tạm, để xem độ bền thế nào.",neutral,1
Hàng fake. Nhìn đường may là biết. Đừng ai bị lừa.,negative,0
Dịch vụ 5 sao. Từ tư vấn đến hậu mãi đều rất tốt.,positive,2
"Sản phẩm không có hướng dẫn sử dụng tiếng Việt, hơi bất tiện.",neutral,1
"Chất lượng quá kém, không xứng đáng với giá tiền.",negative,0
Rất ưng ý. Sẽ tiếp tục ủng hộ shop.,positive,2
"Giao hàng thì nhanh, nhưng sản phẩm bị trầy xước.",negative,0
"Nhìn chung là ổn, không có gì phàn nàn.",neutral,1
Shop giao hàng nhanh như điện. Hôm qua đặt hôm nay có.,positive,2
Sản phẩm không có tác dụng gì. Dùng như không dùng.,negative,0
"Chất lượng gia công tốt, các chi tiết sắc nét.",positive,2
Giá này mà đòi hỏi gì hơn. Tạm chấp nhận được.,neutral,1
"Hàng về thiếu ốc vít, không lắp được. Liên hệ shop ngay.",negative,0
Sản phẩm này là một sự đầu tư thông minh. Rất hiệu quả.,positive,2
"Hơi khó dùng cho người mới, nhưng quen rồi thì rất tiện.",neutral,1
Quá thất vọng. Hàng không giống hình.,negative,0
"Đóng gói sản phẩm rất chắc chắn, không sợ móp méo.",positive,2
Mua về không dùng được. Shop không cho đổi trả.,negative,0
"Chất lượng vừa phải, phù hợp với túi tiền.",neutral,1
"Vải đẹp, may kỹ, form chuẩn. Rất đáng tiền.",positive,2
"Máy chạy kêu quá to, ảnh hưởng đến người xung quanh.",negative,0
Dùng 1 tháng rồi mọi thứ vẫn tốt. Sẽ mua lại.,positive,2
"Đã nhận hàng. Đúng mẫu mã, đúng số lượng.",neutral,1
"Sản phẩm bị lỗi, shop đã hỗ trợ đổi trả rất nhanh.",positive,2
Hàng hết hạn sử dụng. Shop làm ăn cẩu thả quá.,negative,0
"Cũng bình thường, không thần thánh như quảng cáo.",neutral,1
Sản phẩm này là một nỗi thất vọng lớn.,negative,0
Rất hài lòng. Sẽ giới thiệu cho bạn bè.,positive,2
"Chất lượng không ổn định. Mua 2 lần, 1 lần tốt, 1 lần tệ.",neutral,1
"Hàng về vỡ 1 góc, chắc do vận chuyển. Shop nên bọc kỹ hơn.",negative,0
"Shop tư vấn nhiệt tình, kiên nhẫn. Rất chuyên nghiệp.",positive,2
"Màu sắc không tươi như ảnh, hơi bị xỉn màu.",neutral,1
Sản phẩm dỏm. Dùng được 3 hôm là hỏng.,negative,0
Hoàn hảo. Không có điểm gì để chê.,positive,2
Giao hàng trễ hẹn làm lỡ việc của tôi.,negative,0
"Mùi thơm, dễ chịu. Dùng rất thư giãn.",positive,2
"Tôi thấy chất lượng cũng được, không đến nỗi tệ.",neutral,1
"Đóng gói sơ sài, hộp rách nát. May mà hàng không sao.",neutral,1
Shop bán hàng fake. Yêu cầu hoàn tiền ngay lập tức.,negative,0
Sản phẩm vượt ngoài mong đợi. Quá xịn.,positive,2
"Chất vải nóng, mặc bí, không thấm mồ hôi.",negative,0
Tạm hài lòng. Hy vọng dùng bền.,neutral,1
"Shop giao nhầm size. Đổi trả lằng nhằng, mất thời gian.",negative,0
"Thiết kế đẹp, tinh tế, nhìn rất sang trọng.",positive,2
Sản phẩm bị rỉ sét. Hàng cũ à?,negative,0
Hơi nhỏ so với tưởng tượng của tôi.,neutral,1
"Shop bán hàng có tâm, check code ra hàng chuẩn.",positive,2
Pin yếu. Dùng chưa được 1 tiếng đã hết.,negative,0
"Mới dùng thử, thấy cũng ổn.",neutral,1
"Làm ăn vô trách nhiệm. Giao hàng thiếu, báo shop không thèm trả lời.",negative,0
Dịch vụ tuyệt vời. Giao hàng nhanh. Sản phẩm chất lượng.,positive,2
Thái độ nhân viên giao hàng rất tệ. Yêu cầu shop làm việc lại.,negative,0
Chất lượng âm thanh ổn so với giá tiền.,neutral,1
"Vải đẹp, không bị nhăn, mặc lên rất đứng form.",positive,2
"Hàng bị lỗi, shop đã gửi bù cái mới ngay. Rất uy tín.",positive,2
Hàng về không hoạt động. Shop bắt tôi quay video. Rất phiền phức.,negative,0
Sản phẩm cũng bình thường. Không có gì đặc sắc.,neutral,1
Mua về không dùng được. Phí tiền.,negative,0
Rất đáng tiền. Sản phẩm hoàn thiện tốt.,positive,2
"Giao hàng lâu, shop ngâm đơn 5 ngày.",negative,0
"Đóng gói tạm được, hộp hơi móp méo.",neutral,1
Shop này lừa đảo. Mọi người cẩn thận.,negative,0
Sản phẩm này là cứu cánh của tôi. Rất hiệu quả.,positive,2
Chất lượng thì cũng được nhưng giá này là hơi chát.,neutral,1
Hàng về sai mẫu. Nhắn tin shop không trả lời.,negative,0
Dùng rất êm. Sẽ mua lại khi dùng hết.,positive,2
"Quảng cáo 1 đằng, giao hàng 1 nẻo. Không chấp nhận được.",negative,0
"Đã nhận hàng, đúng mô tả. Còn chất lượng phải dùng mới biết.",neutral,1
"Sản phẩm tốt, giao hàng nhanh. 10 điểm.",positive,2
Hạn sử dụng còn có 1 tháng. Bán hàng kiểu gì vậy?,negative,0
Nhìn chung là hài lòng. Sẽ ủng hộ shop tiếp.,positive,2
"Giá rẻ, dùng tạm. Hỏng thì vứt.",neutral,1
Hàng về vỡ nát. Shop không chịu trách nhiệm.,negative,0
Sản phẩm này là một sự đầu tư xứng đáng.,positive,2
Mùi nhựa nồng nặc. Không biết có an toàn cho sức khoẻ không.,negative,0
"Hơi khó lắp ráp, mất cả buổi sáng.",neutral,1
Shop giao thiếu hàng. Đã báo mà 3 ngày chưa thấy gửi bù.,negative,0
"Vải mát, mịn, mặc thích lắm.",positive,2
Chất lượng không ổn định. Cái được cái không.,neutral,1
Hàng fake. Đã check. Yêu cầu hoàn tiền.,negative,0
Rất hài lòng về cách shop xử lý khiếu nại. Rất chuyên nghiệp.,positive,2
Pin tụt nhanh quá. Sạc cả đêm dùng được 2 tiếng.,negative,0
Đóng gói cẩn thận. Giao hàng nhanh. Chất lượng chờ thời gian.,neutral,1
Sản phẩm xịn xò. Vượt mong đợi.,positive,2
Hàng về không dùng được. Đèn không sáng.,negative,0
Cũng được. Không có gì để chê.,neutral,1
Shop tư vấn sai size. Giờ mặc không vừa.,negative,0
Sản phẩm tốt. Giao hàng nhanh. Sẽ giới thiệu bạn bè.,positive,2
Chất lượng quá kém. Dùng 1 lần là hỏng.,negative,0
"Mọi thứ đều ổn, từ đóng gói đến sản phẩm.",neutral,1
Lừa đảo. Hàng không giống hình. Yêu cầu trả hàng.,negative,0
Sản phẩm này là một sự thất vọng lớn.,negative,0
"Thiết kế đẹp, hoàn thiện tốt. Rất ưng.",positive,2
Giá hơi cao so với chất lượng.,neutral,1
Hàng bị trầy xước. Shop kiểm tra hàng không kỹ.,negative,0
Rất đáng tiền. Sản phẩm dùng rất hiệu quả.,positive,2
Đã nhận hàng. Đang sạc. Hy vọng dùng tốt.,neutral,1
Giao hàng thì nhanh thật nhưng sản phẩm móp méo.,negative,0
Chất lượng âm thanh quá tệ. Rè và nhỏ.,negative,0
"Sản phẩm tốt, đúng như quảng cáo. Rất hài lòng.",positive,2
"Nhân viên giao hàng thái độ cộc lốc, khó chịu.",negative,0
Chất lượng vừa phải. Tầm giá này là ổn.,neutral,1
Sản phẩm này là hàng nhái. Đừng ai mua.,negative,0
"Đóng gói siêu kỹ, mở mệt luôn. Shop cẩn thận.",positive,2
"Màu sắc không giống hình, ở ngoài tối hơn nhiều.",neutral,1
Hàng về vỡ tan tành. Do vận chuyển hay do shop?,negative,0
Dịch vụ 5 sao. Shop hỗ trợ rất nhiệt tình.,positive,2
Vải mỏng dính. Nhìn thấy cả bên trong.,negative,0
Tạm được. Không có gì đặc sắc.,neutral,1
Sản phẩm không có tem mác. Không rõ nguồn gốc.,negative,0
Rất ưng ý. Sẽ mua thêm cho gia đình.,positive,2
"Hàng giao sai mẫu, sai màu. Shop làm ăn cẩu thả.",negative,0
Đã nhận hàng. Đúng mô tả. Dùng thử thấy cũng được.,neutral,1
Hoàn toàn không đáng tiền. Phí tiền.,negative,0
"Sản phẩm xịn, dùng êm. Rất thích.",positive,2
Hàng về thiếu phụ kiện. Liên hệ shop không trả lời.,negative,0
Chất lượng thì bình thường. Được cái giao hàng nhanh.,neutral,1
Lừa đảo. Hàng giả. Yêu cầu hoàn tiền.,negative,0
"Shop tư vấn nhiệt tình, giao hàng nhanh. Sẽ ủng hộ.",positive,2
Sản phẩm không có tác dụng gì. Bôi như không bôi.,negative,0
Mọi thứ đều ổn. Không có gì phàn nàn.,neutral,1
"Rất hài lòng. Sản phẩm hoàn thiện tốt, chắc chắn.",positive,2
"Máy chạy kêu to, nóng. Không dám dùng lâu.",negative,0
Cũng được. Giá này thì chất lượng vậy là hợp lý.,neutral,1
Hàng hết hạn. Shop làm ăn vô lương tâm.,negative,0
Sản phẩm này là một sự đầu tư xứng đáng.,positive,2
"Hơi khó dùng, phải mày mò một lúc.",neutral,1
Giao hàng quá lâu. Hủy đơn thì không cho.,negative,0
"Shop bán hàng chuẩn, check code ra. Rất yên tâm.",positive,2
Pin yếu. Dùng chưa được 2 tiếng đã sập nguồn.,negative,0
"Chất lượng tạm ổn, phù hợp với học sinh sinh viên.",neutral,1
Hàng về vỡ nát. Yêu cầu shop giải quyết.,negative,0
Rất hài lòng. Sẽ giới thiệu bạn bè.,positive,2
"Chất lượng không ổn định. Cái thì tốt, cái thì dỏm.",neutral,1
Hàng fake. Nhìn đường may là biết.,negative,0
"Sản phẩm tốt, giao hàng nhanh. 10 điểm.",positive,2
"Sản phẩm bị lỗi, shop đã đổi cái mới rất nhanh. Uy tín.",positive,2
Hàng về không hoạt động. Shop không chịu bảo hành.,negative,0
Cũng bình thường. Không thần thánh như quảng cáo.,neutral,1
What a scam. Product doesn't work.,negative,0
Mua về không dùng được. Phí tiền.,negative,0
Sản phẩm này là một sự thất vọng lớn.,negative,0
Rất đáng tiền. Sản phẩm dùng rất hiệu quả.,positive,2
"Đóng gói tạm được, hộp hơi móp.",neutral,1
Hàng về trầy xước. Shop kiểm tra hàng không kỹ.,negative,0
Dịch vụ tuyệt vời. Giao hàng nhanh. Sản phẩm chất lượng.,positive,2
Giá hơi cao so với chất lượng.,neutral,1
Giao hàng thì nhanh thật nhưng sản phẩm móp méo.,negative,0
Chất lượng âm thanh quá tệ. Rè và nhỏ.,negative,0
"Sản phẩm tốt, đúng như quảng cáo. Rất hài lòng.",positive,2
"Nhân viên giao hàng thái độ cộc lốc, khó chịu.",negative,0
Chất lượng vừa phải. Tầm giá này là ổn.,neutral,1
Sản phẩm này là hàng nhái. Đừng ai mua.,negative,0
"Đóng gói siêu kỹ, mở mệt luôn. Shop cẩn thận.",positive,2
"Màu sắc không giống hình, ở ngoài tối hơn nhiều.",neutral,1
Hàng về vỡ tan tành. Do vận chuyển hay do shop?,negative,0
Dịch vụ 5 sao. Shop hỗ trợ rất nhiệt tình.,positive,2
Vải mỏng dính. Nhìn thấy cả bên trong.,negative,0
Tạm được. Không có gì đặc sắc.,neutral,1
Sản phẩm không có tem mác. Không rõ nguồn gốc.,negative,0
Rất ưng ý. Sẽ mua thêm cho gia đình.,positive,2
"Hàng giao sai mẫu, sai màu. Shop làm ăn cẩu thả.",negative,0
Đã nhận hàng. Đúng mô tả. Dùng thử thấy cũng được.,neutral,1
Hoàn toàn không đáng tiền. Phí tiền.,negative,0
"Sản phẩm xịn, dùng êm. Rất thích.",positive,2
Hàng về thiếu phụ kiện. Liên hệ shop không trả lời.,negative,0
Chất lượng thì bình thường. Được cái giao hàng nhanh.,neutral,1
Lừa đảo. Hàng giả. Yêu cầu hoàn tiền.,negative,0
"Shop tư vấn nhiệt tình, giao hàng nhanh. Sẽ ủng hộ.",positive,2
Sản phẩm không có tác dụng gì. Bôi như không bôi.,negative,0
Mọi thứ đều ổn. Không có gì phàn nàn.,neutral,1
"Rất hài lòng. Sản phẩm hoàn thiện tốt, chắc chắn.",positive,2
"Máy chạy kêu to, nóng. Không dám dùng lâu.",negative,0
Cũng được. Giá này thì chất lượng vậy là hợp lý.,neutral,1
Hàng hết hạn. Shop làm ăn vô lương tâm.,negative,0
Sản phẩm này là một sự đầu tư xứng đáng.,positive,2
"Hơi khó dùng, phải mày mò một lúc.",neutral,1
Giao hàng quá lâu. Hủy đơn thì không cho.,negative,0
"Shop bán hàng chuẩn, check code ra. Rất yên tâm.",positive,2
Pin yếu. Dùng chưa được 2 tiếng đã sập nguồn.,negative,0
"Chất lượng tạm ổn, phù hợp với học sinh sinh viên.",neutral,1
Hàng về vỡ nát. Yêu cầu shop giải quyết.,negative,0
Rất hài lòng. Sẽ giới thiệu bạn bè.,positive,2
"Chất lượng không ổn định. Cái thì tốt, cái thì dỏm.",neutral,1
Hàng fake. Nhìn đường may là biết.,negative,0
"Sản phẩm tốt, giao hàng nhanh. 10 điểm.",positive,2
"Sản phẩm bị lỗi, shop đã đổi cái mới rất nhanh. Uy tín.",positive,2
Hàng về không hoạt động. Shop không chịu bảo hành.,negative,0
Cũng bình thường. Không thần thánh như quảng cáo.,neutral,1
Mua về không dùng được. Phí tiền.,negative,0
Sản phẩm này là một sự thất vọng lớn.,negative,0
Rất đáng tiền. Sản phẩm dùng rất hiệu quả.,positive,2
"Đóng gói tạm được, hộp hơi móp.",neutral,1
